student_application_id,status,transaction_id,mc_gross,received_at,invoice,currency,params
9,Failed,5211241552,95,nil,26460816,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
10,Pending,5211241553,100,nil,26486305,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
11,Completed,5211241554,105,nil,26511794,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
12,Completed,5211241555,110,nil,26537283,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
13,Processed,5211241556,115,nil,26562772,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
14,In-Progress,5211241557,120,nil,26588261,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
15,Denied,5211241558,125,nil,26613750,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
1,Expiered,5211241559,130,nil,26639239,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
2,Failed,5211241560,135,nil,26664728,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
3,Pending,5211241561,140,nil,26690217,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
4,Completed,5211241562,145,nil,26715706,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
5,Completed,5211241563,150,nil,26741195,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
6,Processed,5211241564,155,nil,26766684,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
7,In-Progress,5211241565,160,nil,26792173,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
8,Denied,5211241566,165,nil,26817662,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
9,Expiered,5211241567,170,nil,26843151,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
10,Failed,5211241568,175,nil,26868640,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
11,Pending,5211241569,180,nil,26894129,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
12,Completed,5211241570,185,nil,26919618,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
13,Completed,5211241571,190,nil,26945107,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
14,Processed,5211241572,195,nil,26970596,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
15,In-Progress,5211241573,200,nil,26996085,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
1,Denied,5211241574,205,nil,27021574,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
